Authors,Publication Year,Data Collection Period,Species,Region,Manuscript Region,Specific Location,n,Sample Type,Chemical,FA class,Concentration,Concentration units,Tissue,Notes,DOI or Link,type
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.069,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.069,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.051,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.062,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.076,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.036,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.042,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.059,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.049,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kvichak,5,Individual,MeHg,,0.036,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.058,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.029,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.068,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.047,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.069,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.049,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.066,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.046,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.072,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.039,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.069,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Kvichak,6,Individual,MeHg,,0.069,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kvichak,6,Individual,MeHg,,0.051,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Borden et al. 2018,2018,N/A,Sockeye,British Columbia,BC/WC,Store-bought - Vanouver Island,,N/A,20:5n3,EPA,0.32,% body weight or g/100g bw,muscle,fresh,10.1007/s00216-018-1467-y,nutrient
Borden et al. 2018,2018,N/A,Sockeye,British Columbia,BC/WC,Store-bought - Vanouver Island,,N/A,20:5n3,EPA,0.27,% body weight or g/100g bw,muscle,frozen,10.1007/s00216-018-1467-y,nutrient
Borden et al. 2018,2018,N/A,Sockeye,British Columbia,BC/WC,Store-bought - Vanouver Island,,N/A,20:5n3,EPA,0.048,% body weight or g/100g bw,muscle,canned,10.1007/s00216-018-1467-y,nutrient
Borden et al. 2018,2018,N/A,Chinook,British Columbia,BC/WC,Unknown fly fishing - Vanouver Island,,N/A,20:5n3,EPA,0.42,% body weight or g/100g bw,muscle,fresh,10.1007/s00216-018-1467-y,nutrient
Borden et al. 2018,2018,N/A,Sockeye,British Columbia,BC/WC,Store-bought - Vanouver Island,,N/A,22:6n3,DHA,0.84,% body weight or g/100g bw,muscle,fresh,10.1007/s00216-018-1467-y,nutrient
Borden et al. 2018,2018,N/A,Sockeye,British Columbia,BC/WC,Store-bought - Vanouver Island,,N/A,22:6n3,DHA,0.4,% body weight or g/100g bw,muscle,frozen,10.1007/s00216-018-1467-y,nutrient
Borden et al. 2018,2018,N/A,Sockeye,British Columbia,BC/WC,Store-bought - Vanouver Island,,N/A,22:6n3,DHA,0.14,% body weight or g/100g bw,muscle,canned,10.1007/s00216-018-1467-y,nutrient
Borden et al. 2018,2018,N/A,Chinook,British Columbia,BC/WC,Unknown fly fishing - Vanouver Island,,N/A,22:6n3,DHA,0.71,% body weight or g/100g bw,muscle,fresh,10.1007/s00216-018-1467-y,nutrient
Donaldson 1967,1967,N/A,Sockeye,Alaska,NA,NA,NA,NA,%P,P,0.38,% body weight or g/100g bw,muscle,,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Sockeye,NA,NA,NA,NA,NA,20:5n3,EPA,1.3,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Chinook,NA,NA,NA,NA,NA,20:5n3,EPA,1.1,% body weight or g/100g bw,muscle,from Mahaffey 2004; canned,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Coho,NA,NA,NA,NA,NA,20:5n3,EPA,0.82,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Chinook,NA,NA,NA,NA,NA,20:5n3,EPA,1,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Sockeye,NA,NA,NA,NA,NA,20:5n3,EPA,0.62,% body weight or g/100g bw,muscle,from Mahaffey 2004; canned,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Pink,NA,NA,NA,NA,NA,20:5n3,EPA,0.64,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Sockeye,NA,NA,NA,NA,NA,22:6n3,DHA,1.7,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Chinook,NA,NA,NA,NA,NA,22:6n3,DHA,1.2,% body weight or g/100g bw,muscle,from Mahaffey 2004; canned,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Coho,NA,NA,NA,NA,NA,22:6n3,DHA,0.94,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Chinook,NA,NA,NA,NA,NA,22:6n3,DHA,0.72,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Sockeye,NA,NA,NA,NA,NA,22:6n3,DHA,1,% body weight or g/100g bw,muscle,from Mahaffey 2004; canned,,nutrient
Exler & Weihrauch 1976,1976,1973-1975,Pink,NA,NA,NA,NA,NA,22:6n3,DHA,0.89,% body weight or g/100g bw,muscle,from Mahaffey 2004,,nutrient
Gladyshev et al. 2012,2012,2008-2009,Sockeye,Russia,NA,Kurilskoye Lake,10,Individual,20:5n3,EPA,0.076,% body weight or g/100g bw,muscle,,10.1111/j.1750-3841.2012.02998.x ,nutrient
Gladyshev et al. 2012,2012,2008-2009,Sockeye,Russia,NA,Kurilskoye Lake,10,Individual,22:6n3,DHA,0.186,% body weight or g/100g bw,muscle,,10.1111/j.1750-3841.2012.02998.x ,nutrient
Henriques et al. (2014),2014,2013,Chum,United Kingdom,NA,Store-bought,2,Individual,20:5n3,EPA,0.4,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Sockeye,United Kingdom,NA,Store-bought,2,Individual,20:5n3,EPA,0.3,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Pink,United Kingdom,NA,Store-bought,2,Individual,20:5n3,EPA,0.2,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Pink,United Kingdom,NA,Store-bought,2,Individual,20:5n3,EPA,0.1,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Pink,United Kingdom,NA,Store-bought,2,Individual,20:5n3,EPA,0.1,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Chum,United Kingdom,NA,Store-bought,2,Individual,22:6n3,DHA,0.6,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Sockeye,United Kingdom,NA,Store-bought,2,Individual,22:6n3,DHA,0.5,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Pink,United Kingdom,NA,Store-bought,2,Individual,22:6n3,DHA,0.4,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Pink,United Kingdom,NA,Store-bought,2,Individual,22:6n3,DHA,0.3,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Henriques et al. (2014),2014,2013,Pink,United Kingdom,NA,Store-bought,2,Individual,22:6n3,DHA,0.3,% body weight or g/100g bw,muscle,,doi:10.1017/S0007114514001603,nutrient
Huynh and Kitts 2009,2009,N/A,Pink,Pacific Northwest,BC/WC,British Columbia/Alaska,8,Individual,20:5n3,EPA,0.29,% body weight or g/100g bw,muscle,from Gladyshev et al. 2012,,nutrient
Huynh and Kitts 2009,2009,N/A,Pink,Pacific Northwest,BC/WC,British Columbia/Alaska,8,Individual,22:6n3,DHA,0.68,% body weight or g/100g bw,muscle,from Gladyshev et al. 2012,,nutrient
Larkin and Slaney 1997,1997,N/A,All,British Columbia,BC/WC,Fraser River,NA,NA,%N,N,3.04,% body weight or g/100g bw,whole fish,,,nutrient
Larkin and Slaney 1997,1997,N/A,All,British Columbia,BC/WC,Fraser River,NA,NA,%P,P,0.36,% body weight or g/100g bw,whole fish,,,nutrient
Porter et al. 1992,1992,1988,Sockeye,Alaska,Kenai,Kenai,22,Individual,20:5n3,EPA,0.22,% body weight or g/100g bw,muscle,light,10.1111/j.1365-2621.1992.tb01201.x,nutrient
Porter et al. 1992,1992,1988,Sockeye,Alaska,Kenai,Kenai,2,Composite,20:5n3,EPA,1.88,% body weight or g/100g bw,muscle,dark,10.1111/j.1365-2621.1992.tb01201.x,nutrient
Porter et al. 1992,1992,1988,Sockeye,Alaska,Kenai,Kenai,22,Individual,22:6n3,DHA,0.57,% body weight or g/100g bw,muscle,light,10.1111/j.1365-2621.1992.tb01201.x,nutrient
Porter et al. 1992,1992,1988,Sockeye,Alaska,Kenai,Kenai,2,Composite,22:6n3,DHA,3.67,% body weight or g/100g bw,muscle,dark,10.1111/j.1365-2621.1992.tb01201.x,nutrient
USDA database,N/A,N/A,Sockeye,NA,NA,NA,NA,NA,%N,N,3.56,% body weight or g/100g bw,muscle,N derived from protein data using https://norganics.com/index-2/calculation-pages/convert-protein-to-nitrogen/,,nutrient
USDA database,N/A,N/A,Coho,NA,NA,NA,NA,NA,%N,N,3.46,% body weight or g/100g bw,muscle,N derived from protein data using https://norganics.com/index-2/calculation-pages/convert-protein-to-nitrogen/,,nutrient
USDA database,N/A,N/A,Chinook,NA,NA,NA,NA,NA,%N,N,3.19,% body weight or g/100g bw,muscle,N derived from protein data using https://norganics.com/index-2/calculation-pages/convert-protein-to-nitrogen/,,nutrient
USDA database,N/A,N/A,Pink,NA,NA,NA,NA,NA,%N,N,3.28,% body weight or g/100g bw,muscle,N derived from protein data using https://norganics.com/index-2/calculation-pages/convert-protein-to-nitrogen/,,nutrient
USDA database,N/A,N/A,Chum,NA,NA,NA,NA,NA,%N,N,3.22,% body weight or g/100g bw,muscle,N derived from protein data using https://norganics.com/index-2/calculation-pages/convert-protein-to-nitrogen/,,nutrient
USDA database,N/A,N/A,Sockeye,NA,NA,NA,NA,NA,%P,P,0.257,% body weight or g/100g bw,muscle,,,nutrient
USDA database,N/A,N/A,Coho,NA,NA,NA,NA,NA,%P,P,0.262,% body weight or g/100g bw,muscle,,,nutrient
USDA database,N/A,N/A,Chinook,NA,NA,NA,NA,NA,%P,P,0.289,% body weight or g/100g bw,muscle,,,nutrient
USDA database,N/A,N/A,Pink,NA,NA,NA,NA,NA,%P,P,0.261,% body weight or g/100g bw,muscle,,,nutrient
USDA database,N/A,N/A,Chum,NA,NA,NA,NA,NA,%P,P,0.283,% body weight or g/100g bw,muscle,,,nutrient
